index,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
6611,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55,300,165000,57750.0,In-store
6612,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Women's Athletic Footwear,52,44,2288,1144.0,Online
6613,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Women's Street Footwear,50,52,2600,1430.0,Online
6614,Amazon,1185732,10/15/21,South,Alabama,Birmingham,Women's Athletic Footwear,35,100,35000,10500.0,Outlet
6615,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Men's Athletic Footwear,51,90,4590,2111.4,Online
6616,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Men's Apparel,62,49,3038,1215.2,Online
6617,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Men's Street Footwear,56,128,7168,3225.6,Online
6618,Sports Direct,1197831,10/15/21,South,Texas,Dallas,Women's Apparel,70,675,472500,259875.0,Outlet
6619,Sports Direct,1197831,10/15/21,South,Texas,Dallas,Women's Apparel,67,176,11792,7664.8,Online
6620,Amazon,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Apparel,51,68,3468,1213.8,Outlet
6621,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Men's Apparel,51,34,1734,485.52,Outlet
6622,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,38,32,1216,328.32,Outlet
6623,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Street Footwear,41,38,1558,467.4,Outlet
6624,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Men's Street Footwear,60,475,285000,99750.0,In-store
6625,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55,175,96250,38500.0,In-store
6626,Kohl's,1185732,10/15/21,Northeast,Delaware,Wilmington,Women's Apparel,70,300,210000,84000.0,In-store
6627,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,56,2968,1335.6,Online
6628,Kohl's,1185732,10/15/21,Northeast,Delaware,Wilmington,Women's Apparel,63,78,4914,2702.7,Online
6629,Amazon,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Apparel,70,225,157500,47250.0,In-store
6630,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Street Footwear,53,34,1802,630.7,Online
6631,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Men's Street Footwear,40,132,5280,1742.4,Outlet
6632,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,54,27,1458,554.04,Online
6633,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Men's Apparel,62,27,1674,585.9,Online
6634,Foot Locker,1185732,10/15/21,Northeast,Delaware,Wilmington,Men's Apparel,65,175,113750,34125.0,In-store
6635,Amazon,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Apparel,66,65,4290,1887.6,Online
6636,Amazon,1185732,10/15/21,South,Alabama,Birmingham,Women's Athletic Footwear,25,30,750,247.5,Outlet
6637,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Men's Apparel,65,100,65000,16250.0,In-store
6638,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,100,55000,13750.0,In-store
6639,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Women's Street Footwear,55,125,68750,17187.5,In-store
6640,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,225,123750,37125.0,In-store
6641,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Men's Street Footwear,60,400,240000,72000.0,In-store
6642,Sports Direct,1197831,10/15/21,South,Texas,Dallas,Women's Apparel,51,236,12036,7341.96,Outlet
6643,Amazon,1185732,10/15/21,South,Alabama,Birmingham,Women's Athletic Footwear,34,28,952,390.32,Online
6644,Sports Direct,1185732,10/15/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,68,2516,880.6,Outlet
6645,Sports Direct,1197831,10/16/21,South,Texas,Dallas,Men's Street Footwear,60,825,495000,198000.0,Outlet
6646,Sports Direct,1197831,10/16/21,South,Texas,Dallas,Men's Street Footwear,59,223,13157,7104.78,Online
6647,Amazon,1185732,10/16/21,Northeast,Maine,Portland,Men's Apparel,50,150,75000,18750.0,Outlet
6648,Amazon,1185732,10/16/21,Northeast,Maine,Portland,Men's Apparel,47,42,1974,769.86,Online
6649,Sports Direct,1197831,10/16/21,South,Texas,Dallas,Men's Street Footwear,46,281,12926,6075.22,Outlet
6650,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Athletic Footwear,50,575,287500,115000.0,Online
6651,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Apparel,70,400,280000,126000.0,In-store
6652,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Apparel,65,350,227500,45500.0,In-store
6653,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Athletic Footwear,55,375,206250,61875.0,In-store
6654,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Street Footwear,60,400,240000,72000.0,In-store
6655,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Athletic Footwear,65,575,373750,93437.5,In-store
6656,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Street Footwear,50,400,200000,60000.0,In-store
6657,Sports Direct,1197831,10/17/21,South,Texas,Dallas,Men's Athletic Footwear,60,825,495000,198000.0,Outlet
6658,Amazon,1185732,10/17/21,Northeast,Maine,Portland,Women's Apparel,38,68,2584,1343.68,Online
6659,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Apparel,50,108,5400,2538.0,Online
6660,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Apparel,47,95,4465,2634.35,Online
6661,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Athletic Footwear,36,105,3780,1890.0,Online
6662,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Street Footwear,42,100,4200,2100.0,Online
6663,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Apparel,65,104,6760,3920.8,Online
6664,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Street Footwear,35,400,140000,56000.0,Online
6665,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Apparel,59,98,5782,1792.42,Online
6666,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Men's Street Footwear,50,750,375000,187500.0,In-store
6667,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Men's Street Footwear,45,425,191250,76500.0,In-store
6668,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35,275,96250,38500.0,In-store
6669,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Women's Street Footwear,35,175,61250,24500.0,In-store
6670,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Men's Apparel,50,400,200000,80000.0,In-store
6671,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,61250,24500.0,In-store
6672,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Men's Apparel,45,175,78750,31500.0,In-store
6673,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Athletic Footwear,51,113,5763,2362.83,Online
6674,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Women's Apparel,55,525,288750,158812.5,In-store
6675,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Street Footwear,47,100,4700,2068.0,Online
6676,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Athletic Footwear,59,144,8496,3228.48,Online
6677,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Street Footwear,55,112,6160,2525.6,Online
6678,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,40,400,160000,56000.0,In-store
6679,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Women's Street Footwear,40,425,170000,51000.0,In-store
6680,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,40,575,230000,92000.0,In-store
6681,Foot Locker,1185732,10/17/21,Northeast,West Virginia,Charleston,Women's Apparel,50,300,150000,60000.0,In-store
6682,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Street Footwear,34,112,3808,2056.32,Online
6683,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Athletic Footwear,45,155,6975,3836.25,Online
6684,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Athletic Footwear,43,190,8170,2369.3,Outlet
6685,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Men's Apparel,48,112,5376,2956.8,Online
6686,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,38,116,4408,2204.0,Online
6687,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Women's Street Footwear,37,123,4551,2047.95,Online
6688,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Apparel,50,350,175000,78750.0,Online
6689,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Athletic Footwear,40,375,150000,60000.0,Online
6690,Foot Locker,1185732,10/17/21,Northeast,West Virginia,Charleston,Women's Apparel,47,84,3948,1974.0,Online
6691,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Men's Apparel,41,53,2173,1195.15,Online
6692,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,32,47,1504,797.12,Online
6693,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Women's Street Footwear,33,44,1452,769.56,Online
6694,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,167,6179,3151.29,Online
6695,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Men's Street Footwear,49,225,11025,6725.25,Online
6696,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,32,80,2560,1331.2,Online
6697,West Gear,1185732,10/17/21,Northeast,West Virginia,Charleston,Men's Street Footwear,41,115,4715,2546.1,Online
6698,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Street Footwear,45,400,180000,72000.0,Online
6699,Sports Direct,1197831,10/17/21,South,Texas,Dallas,Men's Athletic Footwear,56,231,12936,6726.72,Online
6700,Sports Direct,1185732,10/17/21,Midwest,Michigan,Detroit,Women's Apparel,52,137,7124,4986.8,Online
6701,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Street Footwear,39,140,5460,2020.2,Outlet
6702,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Apparel,55,400,220000,77000.0,Online
6703,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Street Footwear,25,124,3100,1333.0,Outlet
6704,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Street Footwear,43,128,5504,1871.36,Outlet
6705,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Athletic Footwear,40,120,4800,1680.0,Outlet
6706,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Men's Apparel,47,116,5452,1199.44,Outlet
6707,Sports Direct,1197831,10/17/21,South,Texas,Dallas,Men's Athletic Footwear,39,248,9672,4062.24,Outlet
6708,Amazon,1185732,10/17/21,Northeast,Maine,Portland,Women's Apparel,40,250,100000,40000.0,Outlet
6709,Walmart,1128299,10/17/21,Southeast,Florida,Orlando,Women's Apparel,53,140,7420,3858.4,Outlet
6710,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Apparel,39,112,4368,2096.64,Outlet
6711,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Athletic Footwear,31,120,3720,1599.6,Outlet
6712,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Street Footwear,33,128,4224,1900.8,Outlet
6713,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Men's Athletic Footwear,34,184,6256,2815.2,Outlet
6714,West Gear,1128299,10/17/21,South,Louisiana,New Orleans,Women's Apparel,44,140,6160,2464.0,Outlet
6715,Amazon,1185732,10/18/21,Northeast,Maine,Portland,Men's Street Footwear,38,140,5320,2606.8,Online
6716,Sports Direct,1197831,10/18/21,South,Texas,Dallas,Women's Street Footwear,62,189,11718,6327.72,Online
6717,Sports Direct,1197831,10/18/21,South,Texas,Dallas,Women's Street Footwear,46,239,10994,4837.36,Outlet
6718,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24,91,2184,1092.0,Online
6719,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Men's Street Footwear,34,131,4454,2271.54,Online
6720,Sports Direct,1197831,10/18/21,South,Texas,Dallas,Women's Street Footwear,65,725,471250,188500.0,Outlet
6721,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Street Footwear,24,216,5184,2384.64,Outlet
6722,Sports Direct,1185732,10/18/21,South,Mississippi,Jackson,Women's Apparel,33,124,4092,2618.88,Online
6723,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Apparel,32,98,3136,1568.0,Online
6724,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Women's Street Footwear,23,73,1679,805.92,Online
6725,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Women's Apparel,40,350,140000,70000.0,In-store
6726,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Athletic Footwear,17,165,2805,1037.85,Outlet
6727,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Women's Street Footwear,19,120,2280,1071.6,Outlet
6728,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Women's Athletic Footwear,20,109,2180,981.0,Outlet
6729,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Apparel,25,105,2625,1102.5,Outlet
6730,Sports Direct,1185732,10/18/21,South,Mississippi,Jackson,Women's Apparel,27,162,4374,2361.96,Outlet
6731,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Men's Apparel,35,225,78750,27562.5,In-store
6732,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,225,56250,22500.0,In-store
6733,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Men's Street Footwear,35,525,183750,73500.0,In-store
6734,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,350,87500,30625.0,In-store
6735,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Women's Street Footwear,25,250,62500,21875.0,In-store
6736,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Women's Apparel,38,88,3344,2140.16,Online
6737,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Men's Apparel,32,68,2176,1022.72,Online
6738,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Women's Athletic Footwear,23,105,2415,1207.5,Online
6739,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Women's Street Footwear,24,98,2352,1270.08,Online
6740,Foot Locker,1185732,10/18/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,59,1357,678.5,Online
6741,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Street Footwear,32,176,5632,3041.28,Online
6742,Sports Direct,1185732,10/18/21,South,Mississippi,Jackson,Women's Apparel,35,475,166250,83125.0,Online
6743,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Apparel,35,350,122500,42875.0,Online
6744,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Women's Athletic Footwear,25,350,87500,35000.0,Online
6745,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Women's Street Footwear,25,375,93750,37500.0,Online
6746,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Athletic Footwear,25,500,125000,43750.0,Online
6747,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Street Footwear,35,675,236250,94500.0,Online
6748,Amazon,1185732,10/18/21,Northeast,Maine,Portland,Men's Street Footwear,40,500,200000,70000.0,Outlet
6749,Walmart,1185732,10/18/21,South,Mississippi,Jackson,Men's Athletic Footwear,25,145,3625,1631.25,Online
6750,Sports Direct,1197831,10/19/21,South,Texas,Dallas,Women's Athletic Footwear,44,190,8360,4681.6,Outlet
6751,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Men's Street Footwear,60,400,240000,84000.0,Outlet
6752,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Men's Athletic Footwear,40,150,60000,21000.0,Outlet
6753,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Women's Apparel,68,56,3808,2018.24,Online
6754,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Women's Athletic Footwear,50,26,1300,520.0,Online
6755,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Men's Athletic Footwear,55,225,123750,43312.5,Outlet
6756,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Women's Street Footwear,52,31,1612,886.6,Online
6757,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Women's Street Footwear,55,125,68750,27500.0,Outlet
6758,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Women's Athletic Footwear,55,100,55000,16500.0,Outlet
6759,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Men's Apparel,65,100,65000,16250.0,Outlet
6760,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Women's Apparel,70,225,157500,63000.0,Outlet
6761,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Men's Athletic Footwear,54,59,3186,1561.14,Online
6762,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Men's Street Footwear,55,120,6600,3300.0,Online
6763,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Men's Apparel,61,27,1647,625.86,Online
6764,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Apparel,80,300,240000,84000.0,Outlet
6765,Amazon,1185732,10/19/21,Northeast,Maine,Portland,Men's Athletic Footwear,38,45,1710,803.7,Online
6766,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,62,84,5208,2760.24,Online
6767,Sports Direct,1197831,10/19/21,South,Texas,Dallas,Women's Athletic Footwear,59,173,10207,6328.34,Online
6768,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,52,60,3120,1029.6,Outlet
6769,Sports Direct,1197831,10/19/21,South,Texas,Dallas,Women's Athletic Footwear,65,575,373750,186875.0,Outlet
6770,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44,61,2684,858.88,Outlet
6771,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Apparel,50,58,2900,928.0,Outlet
6772,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Apparel,64,90,5760,2246.4,Outlet
6773,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,70,475,332500,133000.0,Outlet
6774,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,300,195000,78000.0,Outlet
6775,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,200,130000,39000.0,Outlet
6776,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,64,119,7616,4036.48,Online
6777,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Apparel,75,175,131250,39375.0,Outlet
6778,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Apparel,72,81,5832,2799.36,Online
6779,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,59,54,3186,1401.84,Online
6780,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,62,47,2914,1253.02,Online
6781,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,44,99,4356,1916.64,Outlet
6782,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,52,162,8424,3538.08,Outlet
6783,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,175,113750,34125.0,Outlet
6784,Foot Locker,1185732,10/19/21,Northeast,New Hampshire,Manchester,Men's Apparel,71,46,3266,1404.38,Online
6785,Sports Direct,1197831,10/20/21,South,Texas,Dallas,Men's Apparel,58,158,9164,4582.0,Online
6786,Amazon,1185732,10/20/21,Northeast,Maine,Portland,Women's Street Footwear,30,200,60000,24000.0,Outlet
6787,Sports Direct,1197831,10/20/21,South,Texas,Dallas,Men's Apparel,60,525,315000,110250.0,Outlet
6788,Sports Direct,1197831,10/20/21,South,Texas,Dallas,Men's Apparel,47,168,7896,2921.52,Outlet
6789,Amazon,1185732,10/20/21,Northeast,Maine,Portland,Women's Street Footwear,29,60,1740,922.2,Online
6790,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Street Footwear,21,180,3780,1701.0,Outlet
6791,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,30,525,157500,63000.0,Online
6792,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Women's Street Footwear,16,99,1584,728.64,Outlet
6793,Sports Direct,1197831,10/21/21,South,Texas,Dallas,Women's Apparel,70,775,542500,298375.0,Outlet
6794,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,225,45000,18000.0,Online
6795,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,350,70000,24500.0,Online
6796,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Athletic Footwear,14,132,1848,739.2,Outlet
6797,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,275,55000,22000.0,Online
6798,West Gear,1197831,10/21/21,South,Arkansas,Little Rock,Women's Apparel,20,132,2640,1188.0,Outlet
6799,West Gear,1197831,10/21/21,South,Arkansas,Little Rock,Women's Apparel,30,400,120000,48000.0,Online
6800,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Apparel,30,275,82500,28875.0,Online
6801,Amazon,1185732,10/21/21,Northeast,Maine,Portland,Women's Athletic Footwear,35,75,26250,7875.0,Outlet
6802,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Women's Street Footwear,20,300,60000,24000.0,Online
6803,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Athletic Footwear,20,425,85000,29750.0,Online
6804,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Street Footwear,30,600,180000,72000.0,Online
6805,Sports Direct,1197831,10/21/21,South,Texas,Dallas,Women's Apparel,54,256,13824,8294.4,Outlet
6806,Kohl's,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Apparel,22,101,2222,1044.34,Outlet
6807,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,22,68,1496,568.48,Outlet
6808,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,173,3460,1626.2,Outlet
6809,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14,112,1568,658.56,Outlet
6810,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Apparel,21,91,1911,707.07,Outlet
6811,Kohl's,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Apparel,29,91,2639,1451.45,Online
6812,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Women's Athletic Footwear,15,94,1410,634.5,Outlet
6813,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,62,930,390.6,Outlet
6814,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,29,50,1450,696.0,Online
6815,Kohl's,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Apparel,30,325,97500,39000.0,Online
6816,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Street Footwear,27,150,4050,2025.0,Online
6817,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Athletic Footwear,19,106,2014,906.3,Online
6818,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18,52,936,486.72,Online
6819,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,56,1120,571.2,Online
6820,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19,88,1672,769.12,Online
6821,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,29,137,3973,2145.42,Online
6822,Sports Direct,1197831,10/21/21,South,Texas,Dallas,Women's Apparel,65,233,15145,9995.7,Online
6823,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Women's Athletic Footwear,19,72,1368,725.04,Online
6824,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Men's Apparel,27,83,2241,1053.27,Online
6825,West Gear,1197831,10/21/21,South,Arkansas,Little Rock,Women's Apparel,29,104,3016,1598.48,Online
6826,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,74,1036,435.12,Outlet
6827,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,30,200,60000,21000.0,Online
6828,West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,200,40000,16000.0,Online
6829,Amazon,1185732,10/21/21,Northeast,Maine,Portland,Women's Athletic Footwear,34,19,646,271.32,Online
6830,Walmart,1197831,10/21/21,South,Arkansas,Little Rock,Women's Street Footwear,19,78,1482,741.0,Online
6831,Amazon,1185732,10/22/21,West,Alaska,Anchorage,Men's Street Footwear,70,450,315000,110250.0,Outlet
6832,Foot Locker,1185732,10/22/21,South,Texas,Dallas,Men's Street Footwear,45,425,191250,105187.5,Outlet
6833,Foot Locker,1185732,10/22/21,South,Texas,Dallas,Men's Street Footwear,44,111,4884,3418.8,Online
6834,Foot Locker,1185732,10/22/21,Northeast,Maryland,Baltimore,Women's Apparel,60,52,3120,1248.0,Online
6835,Amazon,1185732,10/22/21,Northeast,Maine,Portland,Men's Apparel,50,150,75000,18750.0,Outlet
6836,Amazon,1185732,10/22/21,Southeast,Kentucky,Louisville,Men's Street Footwear,55,450,247500,99000.0,Online
6837,Amazon,1185732,10/22/21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,275,123750,43312.5,Online
6838,Amazon,1185732,10/22/21,Southeast,Kentucky,Louisville,Women's Apparel,55,275,151250,60500.0,Online
6839,Amazon,1185732,10/22/21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45,150,67500,27000.0,Online
6840,Amazon,1185732,10/22/21,Southeast,Kentucky,Louisville,Men's Apparel,55,150,82500,28875.0,Online
6841,Foot Locker,1185732,10/22/21,Northeast,Maryland,Baltimore,Men's Apparel,56,20,1120,448.0,Online
6842,Foot Locker,1185732,10/22/21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49,21,1029,514.5,Online
6843,Sports Direct,1185732,10/22/21,Northeast,Maryland,Baltimore,Women's Street Footwear,49,25,1225,563.5,Online
6844,Sports Direct,1185732,10/22/21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48,58,2784,1280.64,Online
6845,Amazon,1185732,10/22/21,Northeast,Maine,Portland,Men's Apparel,46,45,2070,807.3,Online
6846,Sports Direct,1185732,10/22/21,Northeast,Maryland,Baltimore,Men's Street Footwear,52,113,5876,3173.04,Online
